subject_id,frame_0_scale,frame_1_scale,frame_2_scale,frame_3_scale,frame_4_scale,frame_5_scale,frame_6_scale,frame_7_scale,frame_8_scale,frame_9_scale,frame_10_scale,frame_11_scale,frame_12_scale,frame_13_scale,frame_14_scale
70439047,1.0,1.0105862617492676,1.0057003498077393,0.9845277070999146,0.9951140284538269,1.0162866115570068,1.0105862617492676,1.0057003498077393,1.0211726427078247,0.9845277070999146,0.990227997303009,1.0211726427078247,0.9739413857460022,1.0366449356079102,1.0521172285079956
70439036,1.0,1.0,1.0202429294586182,1.0412955284118652,1.0461539030075073,1.0461539030075073,1.0259109735488892,1.0202429294586182,1.0105262994766235,1.0048582553863525,1.0202429294586182,1.0048582553863525,0.9846153855323792,0.994331955909729,0.994331955909729
68916575,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517,0.9906439185142517
70439038,1.0,0.9895246028900146,1.0104753971099854,1.0257856845855713,1.0056406259536743,1.0209507942199707,1.0,0.9951651692390442,1.015310287475586,1.0209507942199707,1.046736478805542,1.0056406259536743,1.0,1.0,1.0056406259536743
70439053,1.0,1.0105862617492676,1.0211726427078247,1.0057003498077393,1.0105862617492676,1.0211726427078247,1.0211726427078247,1.0057003498077393,1.0162866115570068,1.0057003498077393,1.0057003498077393,1.0105862617492676,1.0057003498077393,1.0105862617492676,1.0057003498077393
70439034,1.0,1.0,1.005555510520935,1.005555510520935,1.0,0.9849206209182739,0.9904761910438538,0.9746031761169434,0.9849206209182739,0.9849206209182739,0.9746031761169434,1.005555510520935,0.9801587462425232,0.9952380657196045,1.0
70439051,1.0,1.0047847032546997,0.979266345500946,1.0047847032546997,1.0,1.0,1.0,1.0047847032546997,1.035885214805603,1.0765550136566162,1.0151515007019043,1.0255182981491089,1.0207335948944092,0.9952152967453003,1.0103667974472046
70439054,1.0,0.9951651692390442,1.015310287475586,1.0362610816955566,1.0,0.9951651692390442,1.0,1.0,1.0,1.0056406259536743,1.0056406259536743,0.9951651692390442,0.9846897721290588,1.0209507942199707,1.0104753971099854
70439039,1.0,1.0056406259536743,1.0209507942199707,1.0209507942199707,1.0104753971099854,1.0257856845855713,1.0209507942199707,1.0209507942199707,0.9895246028900146,1.0056406259536743,0.9895246028900146,0.9895246028900146,1.0056406259536743,1.0,0.9895246028900146
70439035,1.0,1.0047847032546997,1.0103667974472046,0.9952152967453003,0.9896332025527954,0.9896332025527954,1.0207335948944092,0.9848484992980957,1.0207335948944092,1.0103667974472046,0.9896332025527954,0.9896332025527954,0.9848484992980957,0.9848484992980957,0.9848484992980957
70439041,1.0,1.0057003498077393,1.0,1.0211726427078247,1.0105862617492676,1.0162866115570068,0.9951140284538269,1.0,1.0162866115570068,1.0162866115570068,0.990227997303009,0.9951140284538269,1.0,1.0162866115570068,1.0
70439046,1.0,0.9951651692390442,1.0257856845855713,1.0410958528518677,1.0,1.015310287475586,0.9846897721290588,0.979854941368103,0.9951651692390442,1.0209507942199707,1.0926672220230103,1.0056406259536743,1.0,0.9895246028900146,1.0
70439040,1.0,0.9895246028900146,1.0,0.9951651692390442,1.0,0.9846897721290588,0.9951651692390442,1.0104753971099854,1.0056406259536743,0.9895246028900146,1.0,1.0362610816955566,1.0104753971099854,0.9895246028900146,0.9951651692390442
