classification_id,user_name,user_id,workflow_id,task,created_at,subject_id,extractor,data.no-there-are-no-jets-in-this-image-sequence,data.aggregation_version,data.yes-there-is-at-least-one-jet-in-this-image-sequence
342337070,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:44:36 UTC,62833047,question_extractor,1.0,3.6.0,
342337098,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:44:44 UTC,62835095,question_extractor,1.0,3.6.0,
342337117,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:44:47 UTC,62835204,question_extractor,1.0,3.6.0,
342337179,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:45:02 UTC,62835446,question_extractor,,3.6.0,1.0
342337218,not-logged-in-9e1bc1b2155a1d787f61,,18563,T0,2021-06-22 15:45:14 UTC,62832719,question_extractor,,3.6.0,1.0
342337222,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:45:15 UTC,62835845,question_extractor,,3.6.0,1.0
342337248,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:45:22 UTC,62833911,question_extractor,1.0,3.6.0,
342337291,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:45:33 UTC,62833570,question_extractor,1.0,3.6.0,
342337294,not-logged-in-9e1bc1b2155a1d787f61,,18563,T0,2021-06-22 15:45:34 UTC,62833944,question_extractor,,3.6.0,1.0
342337297,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:45:34 UTC,62832833,question_extractor,,3.6.0,1.0
342337329,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:45:45 UTC,62835459,question_extractor,1.0,3.6.0,
342337358,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:45:56 UTC,62835420,question_extractor,1.0,3.6.0,
342337423,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:46:14 UTC,62833699,question_extractor,,3.6.0,1.0
342337424,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:46:14 UTC,62832738,question_extractor,,3.6.0,1.0
342337440,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:46:21 UTC,62835864,question_extractor,1.0,3.6.0,
342337464,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:46:27 UTC,62835149,question_extractor,,3.6.0,1.0
342337493,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:46:35 UTC,62835611,question_extractor,1.0,3.6.0,
342337516,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:46:40 UTC,62835123,question_extractor,1.0,3.6.0,
342337555,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:46:49 UTC,62835656,question_extractor,,3.6.0,1.0
342337582,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:46:56 UTC,62833805,question_extractor,,3.6.0,1.0
342337604,not-logged-in-9e1bc1b2155a1d787f61,,18563,T0,2021-06-22 15:47:02 UTC,62833086,question_extractor,1.0,3.6.0,
342337623,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:06 UTC,62835805,question_extractor,,3.6.0,1.0
342337665,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:14 UTC,62833749,question_extractor,,3.6.0,1.0
342337691,not-logged-in-9e1bc1b2155a1d787f61,,18563,T0,2021-06-22 15:47:19 UTC,62833251,question_extractor,1.0,3.6.0,
342337694,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:20 UTC,62833855,question_extractor,,3.6.0,1.0
342337726,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:25 UTC,62835592,question_extractor,1.0,3.6.0,
342337728,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:47:25 UTC,62835501,question_extractor,1.0,3.6.0,
342337761,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:34 UTC,62832708,question_extractor,1.0,3.6.0,
342337769,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:47:36 UTC,62832761,question_extractor,,3.6.0,1.0
342337788,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:40 UTC,62833097,question_extractor,,3.6.0,1.0
342337827,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:46 UTC,62835112,question_extractor,1.0,3.6.0,
342337841,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:47:49 UTC,62833415,question_extractor,1.0,3.6.0,
342337861,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:53 UTC,62835882,question_extractor,1.0,3.6.0,
342337888,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:47:58 UTC,62833163,question_extractor,1.0,3.6.0,
342337893,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:47:58 UTC,62833200,question_extractor,,3.6.0,1.0
342337917,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:48:03 UTC,62833426,question_extractor,1.0,3.6.0,
342337940,not-logged-in-2b8192d037fbb35df568,,18563,T0,2021-06-22 15:48:08 UTC,62832733,question_extractor,,3.6.0,1.0
342337958,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:48:11 UTC,62835544,question_extractor,1.0,3.6.0,
342337960,Gevling,2110205.0,18563,T0,2021-06-22 15:48:11 UTC,62833204,question_extractor,,3.6.0,1.0
342338006,Gevling,2110205.0,18563,T0,2021-06-22 15:48:22 UTC,62832981,question_extractor,1.0,3.6.0,
342338025,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:48:25 UTC,62832726,question_extractor,1.0,3.6.0,
342338050,Gevling,2110205.0,18563,T0,2021-06-22 15:48:31 UTC,62832774,question_extractor,1.0,3.6.0,
342338080,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:48:37 UTC,62833043,question_extractor,1.0,3.6.0,
342338110,Gevling,2110205.0,18563,T0,2021-06-22 15:48:40 UTC,62835309,question_extractor,1.0,3.6.0,
342338138,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:48:46 UTC,62835012,question_extractor,1.0,3.6.0,
342338148,Gevling,2110205.0,18563,T0,2021-06-22 15:48:49 UTC,62833877,question_extractor,,3.6.0,1.0
342338179,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:48:55 UTC,62835221,question_extractor,,3.6.0,1.0
342338182,Gevling,2110205.0,18563,T0,2021-06-22 15:48:55 UTC,62835201,question_extractor,1.0,3.6.0,
342338211,Gevling,2110205.0,18563,T0,2021-06-22 15:49:01 UTC,62835780,question_extractor,1.0,3.6.0,
342338219,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:03 UTC,62833285,question_extractor,,3.6.0,1.0
342338243,Gevling,2110205.0,18563,T0,2021-06-22 15:49:07 UTC,62833154,question_extractor,,3.6.0,1.0
342338245,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:07 UTC,62833908,question_extractor,1.0,3.6.0,
342338258,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:10 UTC,62833515,question_extractor,,3.6.0,1.0
342338263,Gevling,2110205.0,18563,T0,2021-06-22 15:49:12 UTC,62834099,question_extractor,1.0,3.6.0,
342338268,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:13 UTC,62833571,question_extractor,,3.6.0,1.0
342338271,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:49:13 UTC,62833548,question_extractor,1.0,3.6.0,
342338281,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:15 UTC,62835159,question_extractor,,3.6.0,1.0
342338292,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:18 UTC,62832730,question_extractor,,3.6.0,1.0
342338296,fvanunen,1979518.0,18563,T0,2021-06-22 15:49:19 UTC,62833637,question_extractor,1.0,3.6.0,
342338302,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:20 UTC,62835073,question_extractor,,3.6.0,1.0
342338325,not-logged-in-c622be7bbfac1edfe8cf,,18563,T0,2021-06-22 15:49:23 UTC,62835079,question_extractor,,3.6.0,1.0
342338335,Gevling,2110205.0,18563,T0,2021-06-22 15:49:24 UTC,62833708,question_extractor,,3.6.0,1.0
342338350,not-logged-in-7658859f0eae70d09d6e,,18563,T0,2021-06-22 15:49:27 UTC,62832655,question_extractor,1.0,3.6.0,
342338377,Gevling,2110205.0,18563,T0,2021-06-22 15:49:33 UTC,62835272,question_extractor,,3.6.0,1.0
342338380,starnova,2192439.0,18563,T0,2021-06-22 15:49:34 UTC,62832882,question_extractor,1.0,3.6.0,
342338410,Gevling,2110205.0,18563,T0,2021-06-22 15:49:40 UTC,62835163,question_extractor,,3.6.0,1.0
342338435,Gevling,2110205.0,18563,T0,2021-06-22 15:49:44 UTC,62835016,question_extractor,1.0,3.6.0,
342338451,starnova,2192439.0,18563,T0,2021-06-22 15:49:47 UTC,62833966,question_extractor,1.0,3.6.0,
342338471,Gevling,2110205.0,18563,T0,2021-06-22 15:49:50 UTC,62834042,question_extractor,1.0,3.6.0,
342338492,Gevling,2110205.0,18563,T0,2021-06-22 15:49:54 UTC,62834108,question_extractor,1.0,3.6.0,
342338511,Gevling,2110205.0,18563,T0,2021-06-22 15:50:00 UTC,62834110,question_extractor,1.0,3.6.0,
342338531,Gevling,2110205.0,18563,T0,2021-06-22 15:50:05 UTC,62833376,question_extractor,1.0,3.6.0,
342338561,Gevling,2110205.0,18563,T0,2021-06-22 15:50:11 UTC,62832713,question_extractor,,3.6.0,1.0
342338591,Gevling,2110205.0,18563,T0,2021-06-22 15:50:18 UTC,62833369,question_extractor,,3.6.0,1.0
342338605,Pueblof,2020282.0,18563,T0,2021-06-22 15:50:20 UTC,62833094,question_extractor,,3.6.0,1.0
342338633,Gevling,2110205.0,18563,T0,2021-06-22 15:50:26 UTC,62835293,question_extractor,,3.6.0,1.0
342338667,Gevling,2110205.0,18563,T0,2021-06-22 15:50:34 UTC,62833238,question_extractor,,3.6.0,1.0
342338705,Gevling,2110205.0,18563,T0,2021-06-22 15:50:40 UTC,62833293,question_extractor,,3.6.0,1.0
342338717,starnova,2192439.0,18563,T0,2021-06-22 15:50:42 UTC,62835019,question_extractor,1.0,3.6.0,
342338734,Pueblof,2020282.0,18563,T0,2021-06-22 15:50:45 UTC,62835187,question_extractor,1.0,3.6.0,
342338742,Gevling,2110205.0,18563,T0,2021-06-22 15:50:46 UTC,62835301,question_extractor,,3.6.0,1.0
342338774,Gevling,2110205.0,18563,T0,2021-06-22 15:50:51 UTC,62834000,question_extractor,1.0,3.6.0,
342338778,Pueblof,2020282.0,18563,T0,2021-06-22 15:50:51 UTC,62835205,question_extractor,1.0,3.6.0,
342338805,starnova,2192439.0,18563,T0,2021-06-22 15:50:55 UTC,62835119,question_extractor,1.0,3.6.0,
342338809,Gevling,2110205.0,18563,T0,2021-06-22 15:50:56 UTC,62833144,question_extractor,,3.6.0,1.0
342338833,Pueblof,2020282.0,18563,T0,2021-06-22 15:50:59 UTC,62835251,question_extractor,,3.6.0,1.0
342338851,Gevling,2110205.0,18563,T0,2021-06-22 15:51:04 UTC,62833555,question_extractor,,3.6.0,1.0
342338865,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:06 UTC,62833998,question_extractor,1.0,3.6.0,
342338888,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:10 UTC,62833291,question_extractor,,3.6.0,1.0
342338893,Gevling,2110205.0,18563,T0,2021-06-22 15:51:11 UTC,62832670,question_extractor,1.0,3.6.0,
342338908,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:14 UTC,62835542,question_extractor,,3.6.0,1.0
342338917,starnova,2192439.0,18563,T0,2021-06-22 15:51:15 UTC,62833061,question_extractor,1.0,3.6.0,
342338927,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:17 UTC,62833736,question_extractor,,3.6.0,1.0
342338937,Gevling,2110205.0,18563,T0,2021-06-22 15:51:19 UTC,62833865,question_extractor,1.0,3.6.0,
342338950,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:21 UTC,62835541,question_extractor,,3.6.0,1.0
342338966,Gevling,2110205.0,18563,T0,2021-06-22 15:51:24 UTC,62835709,question_extractor,1.0,3.6.0,
342338971,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:25 UTC,62834109,question_extractor,1.0,3.6.0,
342338991,fvanunen,1979518.0,18563,T0,2021-06-22 15:51:28 UTC,62832718,question_extractor,,3.6.0,1.0
342338992,Gevling,2110205.0,18563,T0,2021-06-22 15:51:28 UTC,62835304,question_extractor,1.0,3.6.0,
342338995,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:29 UTC,62833933,question_extractor,,3.6.0,1.0
342339008,starnova,2192439.0,18563,T0,2021-06-22 15:51:31 UTC,62833076,question_extractor,1.0,3.6.0,
342339019,Gevling,2110205.0,18563,T0,2021-06-22 15:51:34 UTC,62832807,question_extractor,1.0,3.6.0,
342339025,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:35 UTC,62833498,question_extractor,,3.6.0,1.0
342339038,Gevling,2110205.0,18563,T0,2021-06-22 15:51:37 UTC,62835729,question_extractor,1.0,3.6.0,
342339047,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:40 UTC,62835090,question_extractor,,3.6.0,1.0
342339050,starnova,2192439.0,18563,T0,2021-06-22 15:51:40 UTC,62833117,question_extractor,1.0,3.6.0,
342339061,Gevling,2110205.0,18563,T0,2021-06-22 15:51:42 UTC,62833674,question_extractor,1.0,3.6.0,
342339082,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:47 UTC,62835429,question_extractor,1.0,3.6.0,
342339089,fvanunen,1979518.0,18563,T0,2021-06-22 15:51:48 UTC,62833185,question_extractor,1.0,3.6.0,
342339094,Gevling,2110205.0,18563,T0,2021-06-22 15:51:49 UTC,62832901,question_extractor,1.0,3.6.0,
342339108,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:52 UTC,62833071,question_extractor,,3.6.0,1.0
342339118,Gevling,2110205.0,18563,T0,2021-06-22 15:51:54 UTC,62833665,question_extractor,1.0,3.6.0,
342339125,starnova,2192439.0,18563,T0,2021-06-22 15:51:56 UTC,62835767,question_extractor,,3.6.0,1.0
342339126,Pueblof,2020282.0,18563,T0,2021-06-22 15:51:56 UTC,62835303,question_extractor,,3.6.0,1.0
342339139,fvanunen,1979518.0,18563,T0,2021-06-22 15:51:58 UTC,62833385,question_extractor,1.0,3.6.0,
342339162,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:02 UTC,62835514,question_extractor,,3.6.0,1.0
342339168,starnova,2192439.0,18563,T0,2021-06-22 15:52:04 UTC,62835227,question_extractor,1.0,3.6.0,
342339185,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:06 UTC,62833955,question_extractor,,3.6.0,1.0
342339190,fvanunen,1979518.0,18563,T0,2021-06-22 15:52:08 UTC,62833282,question_extractor,1.0,3.6.0,
342339210,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:12 UTC,62835891,question_extractor,1.0,3.6.0,
342339236,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:17 UTC,62833276,question_extractor,,3.6.0,1.0
342339272,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:25 UTC,62835024,question_extractor,1.0,3.6.0,
342339276,fvanunen,1979518.0,18563,T0,2021-06-22 15:52:25 UTC,62833485,question_extractor,1.0,3.6.0,
342339292,starnova,2192439.0,18563,T0,2021-06-22 15:52:28 UTC,62833941,question_extractor,,3.6.0,1.0
342339298,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:30 UTC,62833136,question_extractor,1.0,3.6.0,
342339314,fvanunen,1979518.0,18563,T0,2021-06-22 15:52:32 UTC,62835186,question_extractor,1.0,3.6.0,
342339327,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:35 UTC,62833397,question_extractor,1.0,3.6.0,
342339346,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:37 UTC,62835367,question_extractor,,3.6.0,1.0
342339382,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:45 UTC,62833164,question_extractor,1.0,3.6.0,
342339399,starnova,2192439.0,18563,T0,2021-06-22 15:52:47 UTC,62835270,question_extractor,1.0,3.6.0,
342339402,fvanunen,1979518.0,18563,T0,2021-06-22 15:52:47 UTC,62835613,question_extractor,1.0,3.6.0,
342339416,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:50 UTC,62833006,question_extractor,,3.6.0,1.0
342339434,Pueblof,2020282.0,18563,T0,2021-06-22 15:52:54 UTC,62833581,question_extractor,,3.6.0,1.0
342339443,fvanunen,1979518.0,18563,T0,2021-06-22 15:52:55 UTC,62835761,question_extractor,1.0,3.6.0,
342339456,starnova,2192439.0,18563,T0,2021-06-22 15:52:57 UTC,62833913,question_extractor,1.0,3.6.0,
342339495,fvanunen,1979518.0,18563,T0,2021-06-22 15:53:04 UTC,62835549,question_extractor,,3.6.0,1.0
342339508,starnova,2192439.0,18563,T0,2021-06-22 15:53:05 UTC,62835628,question_extractor,1.0,3.6.0,
342339528,not-logged-in-2610cf4233c6af9e3456,,18563,T0,2021-06-22 15:53:09 UTC,62834142,question_extractor,1.0,3.6.0,
342339544,fvanunen,1979518.0,18563,T0,2021-06-22 15:53:12 UTC,62835239,question_extractor,1.0,3.6.0,
342339545,Pueblof,2020282.0,18563,T0,2021-06-22 15:53:12 UTC,62833701,question_extractor,,3.6.0,1.0
342339554,starnova,2192439.0,18563,T0,2021-06-22 15:53:13 UTC,62833895,question_extractor,1.0,3.6.0,
342339586,starnova,2192439.0,18563,T0,2021-06-22 15:53:20 UTC,62833844,question_extractor,1.0,3.6.0,
342339592,fvanunen,1979518.0,18563,T0,2021-06-22 15:53:20 UTC,62833538,question_extractor,1.0,3.6.0,
342339603,not-logged-in-2610cf4233c6af9e3456,,18563,T0,2021-06-22 15:53:23 UTC,62835735,question_extractor,,3.6.0,1.0
342339627,fvanunen,1979518.0,18563,T0,2021-06-22 15:53:28 UTC,62834073,question_extractor,1.0,3.6.0,
342339668,fvanunen,1979518.0,18563,T0,2021-06-22 15:53:36 UTC,62835550,question_extractor,1.0,3.6.0,
342339674,not-logged-in-2610cf4233c6af9e3456,,18563,T0,2021-06-22 15:53:37 UTC,62834113,question_extractor,1.0,3.6.0,
342339675,starnova,2192439.0,18563,T0,2021-06-22 15:53:37 UTC,62832813,question_extractor,1.0,3.6.0,
342339679,Pueblof,2020282.0,18563,T0,2021-06-22 15:53:38 UTC,62833970,question_extractor,1.0,3.6.0,
342339711,fvanunen,1979518.0,18563,T0,2021-06-22 15:53:44 UTC,62833131,question_extractor,1.0,3.6.0,
342339712,starnova,2192439.0,18563,T0,2021-06-22 15:53:45 UTC,62833746,question_extractor,,3.6.0,1.0
342339719,Pueblof,2020282.0,18563,T0,2021-06-22 15:53:45 UTC,62833046,question_extractor,,3.6.0,1.0
342339756,fvanunen,1979518.0,18563,T0,2021-06-22 15:53:52 UTC,62832857,question_extractor,1.0,3.6.0,
342339770,starnova,2192439.0,18563,T0,2021-06-22 15:53:55 UTC,62832836,question_extractor,1.0,3.6.0,
342339777,Pueblof,2020282.0,18563,T0,2021-06-22 15:53:58 UTC,62833484,question_extractor,,3.6.0,1.0
342339794,fvanunen,1979518.0,18563,T0,2021-06-22 15:54:01 UTC,62832764,question_extractor,1.0,3.6.0,
342339809,starnova,2192439.0,18563,T0,2021-06-22 15:54:03 UTC,62832738,question_extractor,1.0,3.6.0,
342339828,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:08 UTC,62835268,question_extractor,,3.6.0,1.0
342339829,fvanunen,1979518.0,18563,T0,2021-06-22 15:54:08 UTC,62832916,question_extractor,1.0,3.6.0,
342339843,starnova,2192439.0,18563,T0,2021-06-22 15:54:10 UTC,62835340,question_extractor,,3.6.0,1.0
342339848,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:11 UTC,62833334,question_extractor,,3.6.0,1.0
342339864,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:15 UTC,62833774,question_extractor,,3.6.0,1.0
342339865,fvanunen,1979518.0,18563,T0,2021-06-22 15:54:15 UTC,62832666,question_extractor,1.0,3.6.0,
342339885,starnova,2192439.0,18563,T0,2021-06-22 15:54:20 UTC,62832670,question_extractor,1.0,3.6.0,
342339897,fvanunen,1979518.0,18563,T0,2021-06-22 15:54:23 UTC,62835060,question_extractor,1.0,3.6.0,
342339900,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:23 UTC,62835622,question_extractor,1.0,3.6.0,
342339924,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:28 UTC,62835099,question_extractor,1.0,3.6.0,
342339933,fvanunen,1979518.0,18563,T0,2021-06-22 15:54:31 UTC,62835529,question_extractor,,3.6.0,1.0
342339952,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:38 UTC,62833132,question_extractor,1.0,3.6.0,
342339960,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:40 UTC,62833952,question_extractor,,3.6.0,1.0
342339961,not-logged-in-357116df4cba5b380a36,,18563,T0,2021-06-22 15:54:41 UTC,62834142,question_extractor,,3.6.0,1.0
342339979,starnova,2192439.0,18563,T0,2021-06-22 15:54:46 UTC,62833671,question_extractor,1.0,3.6.0,
342339988,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:48 UTC,62833867,question_extractor,1.0,3.6.0,
342340005,starnova,2192439.0,18563,T0,2021-06-22 15:54:52 UTC,62835417,question_extractor,1.0,3.6.0,
342340006,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:53 UTC,62833429,question_extractor,1.0,3.6.0,
342340018,pacorocko2,1340687.0,18563,T0,2021-06-22 15:54:55 UTC,62835067,question_extractor,1.0,3.6.0,
342340032,Pueblof,2020282.0,18563,T0,2021-06-22 15:54:59 UTC,62834072,question_extractor,1.0,3.6.0,
342340040,starnova,2192439.0,18563,T0,2021-06-22 15:55:00 UTC,62833072,question_extractor,1.0,3.6.0,
342340050,Pueblof,2020282.0,18563,T0,2021-06-22 15:55:02 UTC,62834070,question_extractor,1.0,3.6.0,
342340066,Pueblof,2020282.0,18563,T0,2021-06-22 15:55:06 UTC,62835291,question_extractor,,3.6.0,1.0
342340079,starnova,2192439.0,18563,T0,2021-06-22 15:55:10 UTC,62833879,question_extractor,1.0,3.6.0,
342340093,Pueblof,2020282.0,18563,T0,2021-06-22 15:55:14 UTC,62833346,question_extractor,1.0,3.6.0,
342340108,Pueblof,2020282.0,18563,T0,2021-06-22 15:55:18 UTC,62835479,question_extractor,1.0,3.6.0,
342340123,Pueblof,2020282.0,18563,T0,2021-06-22 15:55:22 UTC,62835732,question_extractor,1.0,3.6.0,
342340145,Pueblof,2020282.0,18563,T0,2021-06-22 15:55:26 UTC,62833647,question_extractor,,3.6.0,1.0
342340153,pacorocko2,1340687.0,18563,T0,2021-06-22 15:55:29 UTC,62833133,question_extractor,1.0,3.6.0,
342340174,Pueblof,2020282.0,18563,T0,2021-06-22 15:55:34 UTC,62833713,question_extractor,,3.6.0,1.0
342340193,not-logged-in-357116df4cba5b380a36,,18563,T0,2021-06-22 15:55:37 UTC,62834022,question_extractor,1.0,3.6.0,
342340239,starnova,2192439.0,18563,T0,2021-06-22 15:55:50 UTC,62833605,question_extractor,1.0,3.6.0,
342340263,pacorocko2,1340687.0,18563,T0,2021-06-22 15:55:57 UTC,62834109,question_extractor,1.0,3.6.0,
342340317,not-logged-in-4fcc1e3fb77eb6bf09de,,18563,T0,2021-06-22 15:56:11 UTC,62833918,question_extractor,1.0,3.6.0,
342340326,not-logged-in-357116df4cba5b380a36,,18563,T0,2021-06-22 15:56:13 UTC,62835473,question_extractor,1.0,3.6.0,
342340331,pacorocko2,1340687.0,18563,T0,2021-06-22 15:56:15 UTC,62832976,question_extractor,1.0,3.6.0,
342340360,starnova,2192439.0,18563,T0,2021-06-22 15:56:23 UTC,62834067,question_extractor,1.0,3.6.0,
342340362,not-logged-in-d54664f5fc7ed69871ea,,18563,T0,2021-06-22 15:56:24 UTC,62835494,question_extractor,1.0,3.6.0,
342340418,starnova,2192439.0,18563,T0,2021-06-22 15:56:38 UTC,62832755,question_extractor,,3.6.0,1.0
342340431,pacorocko2,1340687.0,18563,T0,2021-06-22 15:56:43 UTC,62833955,question_extractor,1.0,3.6.0,
342340443,not-logged-in-4fcc1e3fb77eb6bf09de,,18563,T0,2021-06-22 15:56:46 UTC,62833016,question_extractor,,3.6.0,1.0
342340452,Alizeh,2243444.0,18563,T0,2021-06-22 15:56:49 UTC,62833978,question_extractor,,3.6.0,1.0
342340469,not-logged-in-357116df4cba5b380a36,,18563,T0,2021-06-22 15:56:53 UTC,62835857,question_extractor,,3.6.0,1.0
342340484,Alizeh,2243444.0,18563,T0,2021-06-22 15:56:58 UTC,62832898,question_extractor,,3.6.0,1.0
342340512,Alizeh,2243444.0,18563,T0,2021-06-22 15:57:07 UTC,62835866,question_extractor,,3.6.0,1.0
342340514,starnova,2192439.0,18563,T0,2021-06-22 15:57:08 UTC,62833175,question_extractor,,3.6.0,1.0
342340520,not-logged-in-357116df4cba5b380a36,,18563,T0,2021-06-22 15:57:09 UTC,62832906,question_extractor,,3.6.0,1.0
342340523,pacorocko2,1340687.0,18563,T0,2021-06-22 15:57:09 UTC,62833695,question_extractor,1.0,3.6.0,
342340527,Alizeh,2243444.0,18563,T0,2021-06-22 15:57:10 UTC,62832764,question_extractor,,3.6.0,1.0
342340538,starnova,2192439.0,18563,T0,2021-06-22 15:57:15 UTC,62834033,question_extractor,1.0,3.6.0,
342340551,Alizeh,2243444.0,18563,T0,2021-06-22 15:57:19 UTC,62835192,question_extractor,,3.6.0,1.0
342340558,starnova,2192439.0,18563,T0,2021-06-22 15:57:20 UTC,62835068,question_extractor,1.0,3.6.0,
342340564,Alizeh,2243444.0,18563,T0,2021-06-22 15:57:22 UTC,62833178,question_extractor,,3.6.0,1.0
342340578,starnova,2192439.0,18563,T0,2021-06-22 15:57:25 UTC,62835113,question_extractor,1.0,3.6.0,
342340586,not-logged-in-357116df4cba5b380a36,,18563,T0,2021-06-22 15:57:27 UTC,62832937,question_extractor,,3.6.0,1.0
342340608,pacorocko2,1340687.0,18563,T0,2021-06-22 15:57:31 UTC,62833829,question_extractor,1.0,3.6.0,
342340611,Alizeh,2243444.0,18563,T0,2021-06-22 15:57:32 UTC,62833251,question_extractor,1.0,3.6.0,
342340621,starnova,2192439.0,18563,T0,2021-06-22 15:57:34 UTC,62832742,question_extractor,1.0,3.6.0,
342340643,starnova,2192439.0,18563,T0,2021-06-22 15:57:40 UTC,62832923,question_extractor,1.0,3.6.0,
342340677,pacorocko2,1340687.0,18563,T0,2021-06-22 15:57:48 UTC,62832992,question_extractor,1.0,3.6.0,
342340687,not-logged-in-357116df4cba5b380a36,,18563,T0,2021-06-22 15:57:51 UTC,62835449,question_extractor,,3.6.0,1.0
342340767,pacorocko2,1340687.0,18563,T0,2021-06-22 15:58:07 UTC,62833884,question_extractor,1.0,3.6.0,
342340851,pacorocko2,1340687.0,18563,T0,2021-06-22 15:58:28 UTC,62835336,question_extractor,1.0,3.6.0,
342340932,pacorocko2,1340687.0,18563,T0,2021-06-22 15:58:49 UTC,62832861,question_extractor,1.0,3.6.0,
342341002,pacorocko2,1340687.0,18563,T0,2021-06-22 15:59:07 UTC,62835826,question_extractor,1.0,3.6.0,
